id;requirement_id;standard;edition;clause;chapter;priority;lens;topic;process_tags;question_en;question_cs;question_de
9001-5-1-2-supplier-2;9001-5-1-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.1.2;5;high;supplier;customer;risk | sales;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-5-1-2-supplier-3;9001-5-1-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.1.2;5;high;supplier;customer;risk | sales;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-5-2-1-internal-1;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;internal;policy;leadership;How does the policy influence current objectives and day-to-day decisions?;Jak politika ovlivňuje současné cíle a každodenní rozhodování?;Wie beeinflusst die Politik aktuelle Ziele und tägliche Entscheidungen?
9001-5-2-1-internal-2;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;internal;policy;leadership;How is establishing the quality policy implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Stanovení politiky kvality“ a kdo vlastní příslušné řízení?;Wie ist „Festlegen der Qualitätspolitik“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-5-2-1-internal-3;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;internal;policy;leadership;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-5-2-1-customer-1;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;customer;policy;leadership;How does clause 5.2.1 protect customer, contractual or stakeholder expectations in this process?;Jak článek 5.2.1 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 5.2.1 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-5-2-1-customer-2;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;customer;policy;leadership;How does the policy influence current objectives and day-to-day decisions?;Jak politika ovlivňuje současné cíle a každodenní rozhodování?;Wie beeinflusst die Politik aktuelle Ziele und tägliche Entscheidungen?
9001-5-2-1-customer-3;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;customer;policy;leadership;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-5-2-1-certification-1;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;certification;policy;leadership;Which objective evidence demonstrates conformity and effective implementation of clause 5.2.1?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 5.2.1?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 5.2.1?
9001-5-2-1-certification-2;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;certification;policy;leadership;How does the policy influence current objectives and day-to-day decisions?;Jak politika ovlivňuje současné cíle a každodenní rozhodování?;Wie beeinflusst die Politik aktuelle Ziele und tägliche Entscheidungen?
9001-5-2-1-certification-3;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;certification;policy;leadership;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-5-2-1-supplier-1;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;supplier;policy;leadership;How does the supplier implement establishing the quality policy for the supplied product, process or service?;Jak dodavatel zavádí téma „Stanovení politiky kvality“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Festlegen der Qualitätspolitik“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-5-2-1-supplier-2;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;supplier;policy;leadership;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-5-2-1-supplier-3;9001-5-2-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.1;5;medium;supplier;policy;leadership;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-5-2-2-internal-1;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;internal;policy;leadership;Show how communicating the quality policy is implemented and verified in a recent example.;Ukažte, jak je téma „Komunikace politiky kvality“ zavedeno a ověřeno na aktuálním příkladu.;An einem aktuellen Beispiel zeigen, wie „Bekanntmachung der Qualitätspolitik“ umgesetzt und verifiziert wird.
9001-5-2-2-internal-2;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;internal;policy;leadership;How is communicating the quality policy implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Komunikace politiky kvality“ a kdo vlastní příslušné řízení?;Wie ist „Bekanntmachung der Qualitätspolitik“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-5-2-2-internal-3;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;internal;policy;leadership;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-5-2-2-customer-1;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;customer;policy;leadership;How does clause 5.2.2 protect customer, contractual or stakeholder expectations in this process?;Jak článek 5.2.2 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 5.2.2 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-5-2-2-customer-2;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;customer;policy;leadership;Show how communicating the quality policy is implemented and verified in a recent example.;Ukažte, jak je téma „Komunikace politiky kvality“ zavedeno a ověřeno na aktuálním příkladu.;An einem aktuellen Beispiel zeigen, wie „Bekanntmachung der Qualitätspolitik“ umgesetzt und verifiziert wird.
9001-5-2-2-customer-3;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;customer;policy;leadership;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-5-2-2-certification-1;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;certification;policy;leadership;Which objective evidence demonstrates conformity and effective implementation of clause 5.2.2?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 5.2.2?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 5.2.2?
9001-5-2-2-certification-2;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;certification;policy;leadership;Show how communicating the quality policy is implemented and verified in a recent example.;Ukažte, jak je téma „Komunikace politiky kvality“ zavedeno a ověřeno na aktuálním příkladu.;An einem aktuellen Beispiel zeigen, wie „Bekanntmachung der Qualitätspolitik“ umgesetzt und verifiziert wird.
9001-5-2-2-certification-3;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;certification;policy;leadership;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-5-2-2-supplier-1;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;supplier;policy;leadership;How does the supplier implement communicating the quality policy for the supplied product, process or service?;Jak dodavatel zavádí téma „Komunikace politiky kvality“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Bekanntmachung der Qualitätspolitik“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-5-2-2-supplier-2;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;supplier;policy;leadership;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-5-2-2-supplier-3;9001-5-2-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.2.2;5;medium;supplier;policy;leadership;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-5-3-internal-1;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;internal;roles;leadership | project_change;Who may stop, approve or escalate the process when requirements are at risk?;Kdo může proces zastavit, schválit nebo eskalovat, pokud jsou požadavky ohroženy?;Wer darf den Prozess stoppen, freigeben oder eskalieren, wenn Anforderungen gefährdet sind?
9001-5-3-internal-2;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;internal;roles;leadership | project_change;How is roles, responsibilities and authorities implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Role, odpovědnosti a pravomoci“ a kdo vlastní příslušné řízení?;Wie ist „Rollen, Verantwortlichkeiten und Befugnisse“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-5-3-internal-3;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;internal;roles;leadership | project_change;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-5-3-customer-1;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;customer;roles;leadership | project_change;How does clause 5.3 protect customer, contractual or stakeholder expectations in this process?;Jak článek 5.3 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 5.3 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-5-3-customer-2;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;customer;roles;leadership | project_change;Who may stop, approve or escalate the process when requirements are at risk?;Kdo může proces zastavit, schválit nebo eskalovat, pokud jsou požadavky ohroženy?;Wer darf den Prozess stoppen, freigeben oder eskalieren, wenn Anforderungen gefährdet sind?
9001-5-3-customer-3;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;customer;roles;leadership | project_change;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-5-3-certification-1;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;certification;roles;leadership | project_change;Which objective evidence demonstrates conformity and effective implementation of clause 5.3?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 5.3?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 5.3?
9001-5-3-certification-2;9001-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;5.3;5;medium;certification;roles;leadership | project_change;Who may stop, approve or escalate the process when requirements are at risk?;Kdo může proces zastavit, schválit nebo eskalovat, pokud jsou požadavky ohroženy?;Wer darf den Prozess stoppen, freigeben oder eskalieren, wenn Anforderungen gefährdet sind?
